0,|2024-04-16 18:11:03.709235
1,|2024-04-16 18:11:03.965278
2,|2024-04-16 18:11:04.419808
3,|2024-04-16 18:11:05.060298
4,|2024-04-16 18:11:05.864954
5,|2024-04-16 18:11:06.364424
6,|2024-04-16 18:11:06.733827
7,|2024-04-16 18:11:07.589049
8,|2024-04-16 18:11:08.362551
9,|2024-04-16 18:11:09.020936
10,|2024-04-16 18:11:09.579323
12,|2024-04-16 18:11:10.524927
13,|2024-04-16 18:11:10.865237
15,|2024-04-16 18:11:12.260605
16,|2024-04-16 18:11:12.953243
17,|2024-04-16 18:11:13.414506
19,|2024-04-16 18:11:14.491074
20,|2024-04-16 18:11:15.393191
21,|2024-04-16 18:11:15.859508
22,|2024-04-16 18:11:16.365564
23,|2024-04-16 18:11:16.934343
24,|2024-04-16 18:11:17.872734
25,|2024-04-16 18:11:18.798201
26,|2024-04-16 18:11:19.412568
27,|2024-04-16 18:11:19.796364
28,|2024-04-16 18:11:20.138926
30,|2024-04-16 18:11:21.583326
31,|2024-04-16 18:11:22.098386
33,|2024-04-16 18:11:23.069305
35,|2024-04-16 18:11:24.726949
38,|2024-04-16 18:11:27.148875
39,|2024-04-16 18:11:27.954417
40,|2024-04-16 18:11:28.585393
41,|2024-04-16 18:11:29.405394
42,|2024-04-16 18:11:29.581375
43,|2024-04-16 18:11:30.044094
44,|2024-04-16 18:11:30.534843
45,|2024-04-16 18:11:31.282165
46,|2024-04-16 18:11:32.219314
47,|2024-04-16 18:11:32.900374
48,|2024-04-16 18:11:33.790566
49,|2024-04-16 18:11:34.412562
50,|2024-04-16 18:11:35.089287
51,|2024-04-16 18:11:35.992645
53,|2024-04-16 18:11:37.215698
54,|2024-04-16 18:11:37.690172
56,|2024-04-16 18:11:38.536383
57,|2024-04-16 18:11:38.659907
58,|2024-04-16 18:11:39.235768
59,|2024-04-16 18:11:40.183850
62,|2024-04-16 18:11:41.729814
63,|2024-04-16 18:11:42.534788
64,|2024-04-16 18:11:43.225844
65,|2024-04-16 18:11:43.897522
67,|2024-04-16 18:11:45.554196
68,|2024-04-16 18:11:46.245373
69,|2024-04-16 18:11:47.047222
70,|2024-04-16 18:11:47.568548
73,|2024-04-16 18:11:49.145395
74,|2024-04-16 18:11:50.009216
76,|2024-04-16 18:11:51.159032
78,|2024-04-16 18:11:51.876590
79,|2024-04-16 18:11:52.821049
80,|2024-04-16 18:11:53.183323
82,|2024-04-16 18:11:54.272665
83,|2024-04-16 18:11:54.663358
84,|2024-04-16 18:11:55.031848
85,|2024-04-16 18:11:55.438196
86,|2024-04-16 18:11:55.941910
87,|2024-04-16 18:11:56.104911
88,|2024-04-16 18:11:56.577871
90,|2024-04-16 18:11:57.627966
91,|2024-04-16 18:11:58.096263
92,|2024-04-16 18:11:58.347440
93,|2024-04-16 18:11:58.497663
94,|2024-04-16 18:11:58.862194
96,|2024-04-16 18:12:00.543791
97,|2024-04-16 18:12:00.752382
99,|2024-04-16 18:12:01.944144
100,|2024-04-16 18:12:02.502994
101,|2024-04-16 18:12:03.222290
102,|2024-04-16 18:12:03.624513
103,|2024-04-16 18:12:04.316616
104,|2024-04-16 18:12:04.620311
105,|2024-04-16 18:12:04.966392
112,|2024-04-16 18:12:08.974103
114,|2024-04-16 18:12:10.152390
115,|2024-04-16 18:12:10.822825
116,|2024-04-16 18:12:11.153226
118,|2024-04-16 18:12:11.844918
119,|2024-04-16 18:12:11.999473
0,|2024-04-16 18:29:35.331301
2,|2024-04-16 18:29:36.032326
5,|2024-04-16 18:29:37.964249
6,|2024-04-16 18:29:38.339089
7,|2024-04-16 18:29:39.191366
9,|2024-04-16 18:29:40.253972
10,|2024-04-16 18:29:40.639242
11,|2024-04-16 18:29:41.100451
12,|2024-04-16 18:29:41.213362
14,|2024-04-16 18:29:42.175637
15,|2024-04-16 18:29:42.675630
17,|2024-04-16 18:29:43.648009
18,|2024-04-16 18:29:43.852315
19,|2024-04-16 18:29:44.422910
21,|2024-04-16 18:29:45.482236
23,|2024-04-16 18:29:46.364924
24,|2024-04-16 18:29:47.318567
27,|2024-04-16 18:29:48.856927
28,|2024-04-16 18:29:49.207929
29,|2024-04-16 18:29:49.946196
30,|2024-04-16 18:29:50.529539
31,|2024-04-16 18:29:50.857786
32,|2024-04-16 18:29:51.153527
34,|2024-04-16 18:29:52.295322
37,|2024-04-16 18:29:54.502659
39,|2024-04-16 18:29:55.767670
41,|2024-04-16 18:29:56.849536
42,|2024-04-16 18:29:56.974236
43,|2024-04-16 18:29:57.433257
44,|2024-04-16 18:29:57.731904
45,|2024-04-16 18:29:58.290937
46,|2024-04-16 18:29:59.044039
48,|2024-04-16 18:30:00.269869
49,|2024-04-16 18:30:00.709758
50,|2024-04-16 18:30:01.205072
52,|2024-04-16 18:30:02.237821
55,|2024-04-16 18:30:03.406051
56,|2024-04-16 18:30:03.719316
57,|2024-04-16 18:30:03.841939
58,|2024-04-16 18:30:04.418668
59,|2024-04-16 18:30:05.180504
61,|2024-04-16 18:30:05.900004
62,|2024-04-16 18:30:06.265911
64,|2024-04-16 18:30:07.385918
65,|2024-04-16 18:30:07.859349
66,|2024-04-16 18:30:08.600070
67,|2024-04-16 18:30:09.353051
68,|2024-04-16 18:30:09.852231
69,|2024-04-16 18:30:10.649184
71,|2024-04-16 18:30:11.680825
72,|2024-04-16 18:30:12.205677
73,|2024-04-16 18:30:12.739283
74,|2024-04-16 18:30:13.598702
76,|2024-04-16 18:30:14.749929
78,|2024-04-16 18:30:15.465036
82,|2024-04-16 18:30:17.849814
84,|2024-04-16 18:30:18.599543
85,|2024-04-16 18:30:19.001037
87,|2024-04-16 18:30:19.673768
89,|2024-04-16 18:30:20.451616
90,|2024-04-16 18:30:21.196496
91,|2024-04-16 18:30:21.662354
92,|2024-04-16 18:30:21.910254
93,|2024-04-16 18:30:22.062004
94,|2024-04-16 18:30:22.423369
96,|2024-04-16 18:30:24.096354
97,|2024-04-16 18:30:24.305591
98,|2024-04-16 18:30:25.124129
99,|2024-04-16 18:30:25.491757
101,|2024-04-16 18:30:26.765385
106,|2024-04-16 18:30:29.001498
