s@0|2024-04-21 00:14:04.324481
r@0,|2024-04-21 00:14:04.378300
r@|2024-04-21 00:14:04.413316
r@|2024-04-21 00:14:04.449319
r@|2024-04-21 00:14:04.484027
r@|2024-04-21 00:14:04.517030
r@|2024-04-21 00:14:04.553919
s@1|2024-04-21 00:14:04.575457
r@|2024-04-21 00:14:04.588820
r@|2024-04-21 00:14:04.623265
r@|2024-04-21 00:14:04.657648
r@|2024-04-21 00:14:04.692341
r@|2024-04-21 00:14:04.729172
r@|2024-04-21 00:14:04.762492
r@|2024-04-21 00:14:04.798507
r@|2024-04-21 00:14:04.833730
r@|2024-04-21 00:14:04.867993
r@|2024-04-21 00:14:04.902452
r@|2024-04-21 00:14:04.937590
r@|2024-04-21 00:14:04.973606
r@|2024-04-21 00:14:05.007956
s@2|2024-04-21 00:14:05.027214
r@|2024-04-21 00:14:05.042793
r@|2024-04-21 00:14:05.078396
r@2,|2024-04-21 00:14:05.154444
r@|2024-04-21 00:14:05.171921
r@|2024-04-21 00:14:05.207640
r@|2024-04-21 00:14:05.241410
r@|2024-04-21 00:14:05.277323
r@|2024-04-21 00:14:05.311636
r@|2024-04-21 00:14:05.346956
r@|2024-04-21 00:14:05.381413
r@|2024-04-21 00:14:05.415311
r@|2024-04-21 00:14:05.453057
r@|2024-04-21 00:14:05.486492
r@|2024-04-21 00:14:05.521391
r@|2024-04-21 00:14:05.556013
r@|2024-04-21 00:14:05.592402
r@|2024-04-21 00:14:05.627180
r@|2024-04-21 00:14:05.660948
s@3|2024-04-21 00:14:05.663416
r@|2024-04-21 00:14:05.695970
r@|2024-04-21 00:14:05.731300
r@|2024-04-21 00:14:05.767555
r@|2024-04-21 00:14:05.800990
r@|2024-04-21 00:14:05.836573
r@|2024-04-21 00:14:05.871244
r@|2024-04-21 00:14:05.907007
r@|2024-04-21 00:14:05.942362
r@|2024-04-21 00:14:05.976035
r@|2024-04-21 00:14:06.012065
r@|2024-04-21 00:14:06.046009
r@|2024-04-21 00:14:06.080673
r@|2024-04-21 00:14:06.116943
r@|2024-04-21 00:14:06.150885
r@|2024-04-21 00:14:06.187662
r@|2024-04-21 00:14:06.220870
r@|2024-04-21 00:14:06.256466
r@|2024-04-21 00:14:06.290319
r@|2024-04-21 00:14:06.326693
r@|2024-04-21 00:14:06.361205
r@|2024-04-21 00:14:06.397196
r@|2024-04-21 00:14:06.431231
s@4|2024-04-21 00:14:06.462575
r@|2024-04-21 00:14:06.466472
r@|2024-04-21 00:14:06.501552
r@|2024-04-21 00:14:06.537193
r@|2024-04-21 00:14:06.571559
r@|2024-04-21 00:14:06.606298
r@|2024-04-21 00:14:06.641426
r@|2024-04-21 00:14:06.675556
r@|2024-04-21 00:14:06.710649
r@|2024-04-21 00:14:06.745830
r@|2024-04-21 00:14:06.781420
r@|2024-04-21 00:14:06.816877
r@|2024-04-21 00:14:06.852586
r@|2024-04-21 00:14:06.886563
r@|2024-04-21 00:14:06.921281
r@|2024-04-21 00:14:06.957289
s@5|2024-04-21 00:14:06.957695
r@|2024-04-21 00:14:06.990076
r@|2024-04-21 00:14:07.025895
r@|2024-04-21 00:14:07.062479
r@|2024-04-21 00:14:07.094864
r@|2024-04-21 00:14:07.130814
r@|2024-04-21 00:14:07.167772
r@|2024-04-21 00:14:07.201080
r@|2024-04-21 00:14:07.237144
r@|2024-04-21 00:14:07.271342
r@|2024-04-21 00:14:07.305077
s@6|2024-04-21 00:14:07.335173
r@|2024-04-21 00:14:07.340624
r@|2024-04-21 00:14:07.375887
r@|2024-04-21 00:14:07.411325
r@|2024-04-21 00:14:07.446063
r@|2024-04-21 00:14:07.482661
r@|2024-04-21 00:14:07.516603
r@|2024-04-21 00:14:07.551447
r@|2024-04-21 00:14:07.586589
r@|2024-04-21 00:14:07.621407
r@|2024-04-21 00:14:07.655749
r@|2024-04-21 00:14:07.690939
r@|2024-04-21 00:14:07.727421
r@|2024-04-21 00:14:07.760555
r@|2024-04-21 00:14:07.796010
r@|2024-04-21 00:14:07.831956
r@|2024-04-21 00:14:07.866973
r@|2024-04-21 00:14:07.901808
r@|2024-04-21 00:14:07.936952
r@|2024-04-21 00:14:07.972318
r@|2024-04-21 00:14:08.006260
r@|2024-04-21 00:14:08.040304
r@|2024-04-21 00:14:08.076093
r@|2024-04-21 00:14:08.111881
r@|2024-04-21 00:14:08.146363
r@|2024-04-21 00:14:08.181856
s@7|2024-04-21 00:14:08.188168
r@|2024-04-21 00:14:08.216574
r@|2024-04-21 00:14:08.253313
r@|2024-04-21 00:14:08.287435
r@|2024-04-21 00:14:08.321677
r@|2024-04-21 00:14:08.357392
r@|2024-04-21 00:14:08.391579
r@|2024-04-21 00:14:08.425098
r@|2024-04-21 00:14:08.461267
r@|2024-04-21 00:14:08.497761
r@|2024-04-21 00:14:08.531277
r@|2024-04-21 00:14:08.566949
r@|2024-04-21 00:14:08.602649
r@|2024-04-21 00:14:08.635821
r@|2024-04-21 00:14:08.672201
r@|2024-04-21 00:14:08.706030
r@|2024-04-21 00:14:08.741100
s@8|2024-04-21 00:14:08.771418
r@|2024-04-21 00:14:08.776065
